Voltage DC (V),Mean Frequency (Hz), STDEV Frequency (Hz)
-0.5,32744.992920032633,0.016014386906844345
-0.4,32745.028272542982,0.018150784997570404
-0.3,32745.081241446063,0.022749496059305027
-0.19999999999999996,32745.129253877378,0.019776329891404192
-0.09999999999999998,32745.16490770529,0.021500779710964285
0.0,32745.224643728576,0.02319360578345583
0.10000000000000009,32745.265111743567,0.017135073343329553
0.20000000000000007,32745.285292651726,0.02088600173597806
0.30000000000000004,32745.317406433216,0.021461387029212478
0.4,32745.374748696562,0.02356306891912898
0.5,32745.424194345454,0.025385804876238375
