Voltage DC (V),Mean Frequency (Hz), STDEV Frequency (Hz)
6.5,32747.762271098443,0.016600781626118027
6.4,32747.76062051534,0.016547129899575085
6.3,32747.759909176595,0.01683726820817611
6.2,32747.759309529425,0.017909433140965665
6.1,32747.759952515065,0.015811608901656005
6.0,32747.759880549696,0.01640346046725
5.9,32747.760104278426,0.016310302560796863
5.8,32747.75936260383,0.01692631736402748
5.7,32747.757293168233,0.01810318519001109
5.6,32747.739115506673,0.01755402369020607
5.5,32747.699542747414,0.018194926922704795
5.4,32747.643056749577,0.019545717768345357
5.3,32747.60200166606,0.017906953555449034
5.2,32747.56386776164,0.017013034883538048
5.1,32747.506929718245,0.019905668266984974
5.0,32747.466112690618,0.017447272911612948
4.9,32747.427003141107,0.01776793753129671
4.8,32747.370931044457,0.018779612632431615
4.7,32747.328858305103,0.016797389948580703
4.6,32747.292601189904,0.017336648809669376
4.5,32747.233730765198,0.017462683185206652
4.4,32747.194584605873,0.016838718528698757
4.3,32747.15305234216,0.017552152687990492
4.199999999999999,32747.114699463353,0.017363869243085046
4.1,32747.05561730792,0.018625027706306453
4.0,32747.017796355547,0.017406132698193747
3.9,32746.976697705213,0.018405905530715916
3.8,32746.919930411783,0.017461266772706922
3.6999999999999997,32746.879769551226,0.01725758691823396
3.5999999999999996,32746.83343422855,0.01815987877225709
3.5,32746.782786742646,0.018709062390722873
3.4,32746.743739763413,0.018666567912714056
3.3,32746.705244055007,0.016542550880222176
3.1999999999999997,32746.643866634524,0.017325913986980454
3.0999999999999996,32746.60789728107,0.01695847805811871
3.0,32746.545673455497,0.017656583876008852
2.9,32746.51739479408,0.017469867818051456
2.8,32746.46935389905,0.016657595013906193
2.6999999999999997,32746.430343922173,0.017928689920206076
2.5999999999999996,32746.391908678394,0.016387566139339026
2.5,32746.35163050128,0.017285855050719973
2.3999999999999995,32746.293423866045,0.018510323534525357
2.3,32746.236590671913,0.01813537415053313
2.2,32746.19775651409,0.017671310349182387
2.0999999999999996,32746.15606034048,0.018095214178977293
2.0,32746.11616871268,0.015511090665372863
1.8999999999999995,32746.05782753701,0.017053054649923172
1.7999999999999998,32746.016890061106,0.017174907662660322
1.6999999999999993,32745.968512162435,0.017407823496779943
1.5999999999999996,32745.9221306727,0.017238727292794666
1.5,32745.884274707078,0.016207027372754656
1.3999999999999995,32745.843552278908,0.017759667638777014
1.2999999999999998,32745.803809654084,0.020897572378221402
1.1999999999999993,32745.74613858231,0.017167048804854555
1.0999999999999996,32745.70872115037,0.016724406768242845
1.0,32741.407238937307,73.31074217873159
0.8999999999999995,32745.60799679898,0.01784220404062472
0.7999999999999998,32745.569454917397,0.017680235193266662
0.6999999999999993,32745.511705797482,0.01712946242740067
0.5999999999999996,32745.469981375933,0.018524451404746217
0.5,32745.422229519674,0.01798414743209121
0.39999999999999947,32745.372846444672,0.019092980859314938
0.2999999999999998,32745.33410807835,0.01780753028234939
0.1999999999999993,32745.27554898036,0.01827850000877112
0.09999999999999964,32745.25764566154,0.01785915598579972
0.0,32745.216710652003,0.017238733441861352
-0.10000000000000053,32745.17883773854,0.020186329636144893
-0.20000000000000018,32745.120937579723,0.01778315354555343
-0.3000000000000007,32745.08036600684,0.018286172697047395
-0.40000000000000036,32745.0225987842,0.018764521183642233
-0.5,32744.985072313608,0.017733456557815046
-0.6000000000000005,32744.94497271838,0.017498997131824394
-0.7000000000000002,32744.883892850452,0.017343466263913494
-0.8000000000000007,32744.844945906985,0.018221111453776934
-0.9000000000000004,32744.793312303536,0.016523505219887276
-1.0,32744.74840089627,0.018513823361386787
